f_id,item,veg_or_non_veg
fd984912,Kasoori Paneer Bhurji,Veg
fd984913,Tawa Mix Vegetables,Veg
fd984914,Broccoli Tikka Saag,Veg
fd984919,Dilli Da Butter Chicken (boneless),Non-veg
fd984922,Tikona Butter Garlic Naan,Veg
fd984923,Tikona Butter Butter Naan,Veg
fd984924,Tikona Butter Plain Naan,Veg
fd984925,Tandoori Roti (whole Wheat),Veg
fd984932,Mixed Veg Ghee Pulao,Veg
fd984933,Hare Masale ki Biryani,Veg
fd984934,Tarkari Hyderabadi Biryani,Veg
fd984938,Kuldeep's Chai,Veg
fd984939,Rooh Afza With Nimbu,Veg
fd984941,Good Ol' Rooh Afza,Veg
fd984942,Narangi Shikanji,Veg
fd984944,Aam Panna Churan,Veg
fd984945,Dilli Di Lassi,Veg
fd984946,Gur Ka Badam Milk,Veg
fd984961,Donne Chicken Kabab Biryani,Non-veg
fd984962,Donne Mixed Chicken Biryani,Non-veg
fd984963,Donne Mutton Pepper Biriyani,Non-veg
fd984964,Donne Mutton Chilli Biryani,Non-veg
fd984966,Gobi Pepper Manchurian,Veg
fd984970,Mushroom Chilli Manchurian,Veg
fd984971,Mushroom Pepper Manchurian,Veg
fd984972,Babycorn Chilli Manchurian,Veg
fd984973,Babycorn Pepper Manchurian,Veg
fd984985,Mutton Chilli Fry,Non-veg
fd984986,Pepper Mutton Dry,Non-veg
fd984987,Lemon Mutton Fry,Non-veg
fd984988,Green Chilli Mutton Fry,Non-veg
fd984989,Donne Biriyani Rice,Non-veg
fd984991,Donne Chicken Biriyani,Non-veg
fd984994,Donne Pepper Chicken Biryani,Non-veg
fd984995,Donne Chilli Chicken Biryani,Non-veg
fd984996,Donne  Lemon Chicken Biryani,Non-veg
fd984997,Donne Green Chilli Chicken Biriyani,Non-veg
fd985001,Donne Mutton Lemon Biryani,Non-veg
fd985002,Donne Mutton Green Chilli Biryani,Non-veg
fd985007,Donne Biryani Rice Combo For 2,Non-veg
fd985008,Donne Egg Biriyani Combo For 2,Non-veg
fd985009,Donne Chicken Biriyani Combo For 2,Non-veg
fd985010,Donne Mutton Biriyani Combo For 2,Non-veg
fd985011,Donne Biriyani Rice Combo For 3,Non-veg
fd985015,Kerala Special Kappa,Veg
fd985020,Special Chicken Curry Meals,Non-veg
fd985021,Special Fish Curry Meals,Non-veg
fd985022,Parotta Chicken Curry,Non-veg
fd985023,Appam Egg Curry,Non-veg
fd985027,Ghee Rice Fish Curry,Non-veg
fd985028,Parotta Green Peas Masala,Veg
fd985029,Parotta Kadala Curry,Veg
fd985030,Appam Kadala Curry,Veg
fd985034,Kappa Chicken Curry,Non-veg
fd985036,Kerala Parotta Chicken Curry,Non-veg
fd985043,Chicken Nadan Fry,Non-veg
fd985052,Fish Moilee (pearl Spot),Non-veg
fd985064,Ghee Rice/neichoru,Veg
fd985065,Kerala Special Egg Biryani,Non-veg
fd985073,Ulli Vada (4 Pcs),Veg
fd985074,Chicken Cutlet(2 Pc),Non-veg
fd985075,Parippu Vada (4 Pcs),Veg
fd985076,Pazhampori (4 Pcs),Veg
fd985077,Palada (500 Ml),Veg
fd985078,Ada Pradaman,Veg
fd985079,Palada,Veg
fd985088,Rose Sweet,Veg
fd985091,Adapradhaman 1/2 Liter,Veg
fd985099,Aamras Puri Thali,Veg
fd985100,Puri Channa Bhaji With Aamras,Veg
fd985101,Puri Channa Bhaji With Sheera,Veg
fd985102,Puri Channa Bhaji With Shrikhand,Veg
fd985103,Fasting Snacks Combo,Veg
fd985104,Thalipeet Fasting Thali,Veg
fd985105,Rajigara Puri Thali,Veg
fd985106,Sabudana Khichadi With Peanut Chutney,Veg
fd985107,Sabudana Vada With Peanut Chutney(3pcs),Veg
fd985108,Sabudana Thalipeet,Veg
fd985109,Ekadashi Vrat Thali,Veg
fd985118,Paneer Pepper Onion Paratha,Veg
fd985124,Matar Onion Paratha,Veg
fd985133,Cheese Matar Paratha,Veg
fd985135,Paratha Curry,Veg
fd985136,Methi Paratha Curry,Veg
fd985138,Dal Sabji Rice Meal,Veg
fd985139,Homely Phulka Thali with Rice,Veg
fd985140,Homely Phulka Thali without Rice,Veg
fd985141,Homely Paratha Thali without Rice,Veg
fd985142,Homely Paratha Thali with Rice,Veg
fd985143,Homely Methi Paratha Thali with Rice,Veg
fd985144,Homely Methi Paratha Thali without Rice,Veg
fd985146,Premium Phulka Thali without Rice,Veg
fd985148,Premium Tawa Paratha Thali without Rice,Veg
fd985150,Premium Methi Paratha Thali without Rice,Veg
fd985168,Gajar Halwa 100 Gm,Veg
fd985169,Basundi/rabdi,Veg
fd985181,Pepper Mutton Fry,Non-veg
fd985182,Chilli Mutton Fry,Non-veg
fd985185,Mutton Liver Pepper Fry,Non-veg
fd985186,Donne Egg Biriyani,Non-veg
fd985188,Donne Chicken Kabab Biriyani,Non-veg
fd985189,Donne Chilli Chicken Biriyani,Non-veg
fd985190,Donne Pepper Chicken Biriyani,Non-veg
fd985191,Donne Lemon Chicken Biriyani,Non-veg
fd985193,Donne Chilli Mutton Biriyani,Non-veg
fd985194,Donne Lemon Mutton Biriyani,Non-veg
fd985195,Donne Green Chilli Mutton Biriyani,Non-veg
fd985196,Donne Chilli Mutton Liver Biriyani,Non-veg
fd985197,Donne Lemon Mutton Liver Fry Biriyani,Non-veg
fd985198,Donne Green Chilli Mutton Liver Biryani,Non-veg
fd985199,Donne Biriyani Rice Combo.,Non-veg
fd985207,Donne Egg Biriyani Combo For 3,Non-veg
fd985208,Donne Chicken Biriyani Combo For 3,Non-veg
fd985209,Donne Mutton Biriyani Combo For 3,Non-veg
fd985210,Donne Biryani Rice [4 Family Packs],Non-veg
fd985211,Donne Egg Biriyani [4 Family Packs],Non-veg
fd985212,Donne Chicken Biriyani Family [4 Family Packs],Non-veg
fd985213,Donne Mutton Biriyani Family [4 Family Packs],Non-veg
fd985214,Plain Normal Paratha,Veg
fd985215,Egg Normal Paratha Combo,Non-veg
fd985216,Chicken Normal Paratha Combo,Non-veg
fd985217,Normal Paratha Mutton Liver Masala,Non-veg
fd985218,Plain Wheat Paratha,Non-veg
fd985219,Egg Wheat Paratha Combo,Non-veg
fd985220,Chicken Wheat Paratha Combo,Non-veg
fd985221,Wheat Paratha Mutton Liver Combo,Non-veg
fd985307,Double Beamer,Non-veg
fd985327,Chicken Peri peri Beamer,Non-veg
fd985328,Chicken Beamer Burger,Non-veg
fd985329,Veg Meal Box,Veg
fd985330,Peri Peri Paneer  Meal Box,Veg
fd985331,Krunchy Chicken Meal Box,Non-veg
fd985332,American Cheese Chicken Meal Box,Non-veg
fd985333,Aloo Tikki Burger + Lime n Mint,Veg
fd985334,Peri Peri Veg Burger + Fries,Veg
fd985335,Egg Makhani Burger + Lime n Mint,Non-veg
fd985336,Krunchy Chicken Mayo Burger + Lime n Mint,Non-veg
fd985337,Smoked BBQ Chicken Burger + Fries,Non-veg
fd985338,Afghani Gourmet Combo,Non-veg
fd985339,Exotic Gourmet Combo,Veg
fd985343,Krunchy Chicken Combo,Non-veg
fd985347,Labanese Veg Shawarma Wrap,Veg
fd985362,Iced Latte - Caramel,Veg
fd985363,Iced Mocha.,Veg
fd985364,Iced Latte - Hazelnut,Veg
fd985365,Caramel. Frappe,Veg
fd985368,Cappuccino-PN,Veg
fd985369,Americano-PN,Veg
fd985371,Flavoured Caramel Cafe Latte,Veg
fd985374,Flavoured Hazlenut Cafe Latte,Veg
fd985377,Strawberry Shortcake,Veg
fd985378,Chicken Biryani D'lite,Non-veg
fd985380,Chicken Ipl  Biryani,Non-veg
fd985382,Mutton Kuska,Non-veg
fd985383,Veg Biryani Lite,Veg
fd985385,Chicken Biryani Half (Leg Piece),Non-veg
fd985393,Chicken Biryani W/b Regular,Non-veg
fd985401,Chicken Biryani With Bone Full,Non-veg
fd985410,Chicken Biryani With Bone Large,Non-veg
fd985415,Dum Biryani Without Pieces ( Large),Non-veg
fd985416,Veg Biryani ( Large),Veg
fd985417,Paneer Biryani ( Large),Veg
fd985418,Chicken Biryani Withbone Family,Non-veg
fd985419,Chicken Biryani (Leg Piece) Family,Non-veg
fd985426,Chicken Biryani Withbone Bucket,Non-veg
fd985432,Chicken Biryani Boneless Bucket Combo,Non-veg
fd985437,Hot & Spice Chicken,Non-veg
fd985438,Achari Chicken Kabab (boneless),Non-veg
fd985440,Thees Tukada Machhi Fry,Non-veg
fd985441,Paneer Thukda Fry (15 Pcs),Veg
fd985448,Chicken Biryani D'Lite Jeera Samba,Non-veg
fd985449,Chicken 65 Biryani D'Lite Jeera Samba,Non-veg
fd985450,Chicken Ipl Biryani D'Lite Jeera Samba,Non-veg
fd985451,Chicken Kushka D'Lite Jeera Samba,Non-veg
fd985452,Mutton Kushka D'Lite Jeera Samba,Non-veg
fd985453,Egg Biryani D'Lite  Jeera Samba,Non-veg
fd985503,Paneer Biryani Family Combo,Veg
fd985527,Gulab Jamun (2 Pcs) New,Veg
fd985528,Sprite 500 Ml & Jamun (2 Pcs) Combo,Veg
fd985529,Coke 500 Ml & Jamun (2 Pcs) Combo,Veg
fd985530,Salan 100 Ml,Veg
fd985531,Raita (100 Ml),Veg
fd985533,Panner Do Pyazza,Veg
fd985545,Onion Panner Paratha With Butter 2 Pc,Veg
fd985546,Panner Paratha With Butter 2 Pc,Veg
fd985547,Aloo Onion Paratha With Butter 2 Pc,Veg
fd985548,Aloo Paratha With Butter 2 Pc,Veg
fd985554,Panner Pakoda 8 Pc,Veg
fd985558,Minral Water 500ml,Veg
fd985560,Mexican Browhie,Veg
fd985562,Caud Bud,Veg
fd985564,Beath By Chocolate,Veg
fd985567,Natella Fudge,Veg
fd985568,Natella Brownie,Veg
fd985572,Nurella Cookies,Veg
fd985573,Nurella Lychees,Veg
fd985593,Egg Cheese Club Sandwich,Non-veg
fd985596,Veg Nuggest,Veg
fd985598,Cheese Nuggest,Veg
fd985608,Vailla,Veg
fd985610,Bery Berry Strawberry,Veg
fd985613,Kitkgt Shake,Veg
fd985614,Regular Butter Shake,Veg
fd985615,Chocotate Shake,Veg
fd985616,Banagana Shake,Veg
fd985619,Pomegahet,Veg
fd985622,PapayaMilk Shake,Veg
fd985625,Hard Rock Coffe,Veg
fd985628,Blegium Coffee,Veg
fd985634,Kesar Plsta,Veg
fd985639,Beljian Chocotate,Veg
fd985640,Mango Alphonogo,Veg
fd985642,Tender Cocount,Veg
fd985644,Lycheen Lychee,Veg
fd985646,Black Currant Mocktails,Veg
fd985648,Custard Apple Mocktails,Veg
fd985649,Hop Scotch Butter,Veg
fd985652,Belgim Chips,Veg
fd985653,Banana Bohkese,Veg
fd985654,Shargah Shake,Veg
fd985655,Jalijeera,Veg
fd985658,Marrocan Lime,Veg
fd985661,Currot Ginger Lime,Veg
fd985662,Hahgorer Juice,Veg
fd985663,Apple       Juice,Veg
fd985666,Pipeapple,Veg
fd985669,Papaya Juices,Veg
fd985671,Tropi Mixfurit,Veg
fd985673,Acp Juice,Veg
fd985675,Mango Smooties,Veg
fd985677,Banana Smooties,Veg
fd985678,Lychee Smoothies,Veg
fd985679,Blue Berry Smoothes,Veg
fd985683,Jalgeera Soda,Veg
fd985686,Kuiffi Falooda,Veg
fd985689,Way Protein,Veg
fd985693,Veg Burger with French Fries,Veg
fd985694,Chicken Burger with French Fries,Non-veg
fd985700,Veg Fried Maggie,Veg
fd985705,Small Paneer Pakoda,Veg
fd985706,Regular Paneer Pakoda,Veg
fd985707,Large Paneer Pakoda,Veg
fd985708,Small Alu Paneer Chop,Veg
fd985709,Regular Alu Paneer Chop,Veg
fd985710,Large Alu Paneer Chop,Veg
fd985711,Small Aloo Mutton Chop,Non-veg
fd985712,Medium Aloo Mutton Chop,Non-veg
fd985713,Large Aloo Mutton Chop,Non-veg
fd985714,Small Aloo Chicken Chop,Non-veg
fd985715,Medium Aloo Chicken Chop,Non-veg
fd985716,Large Aloo Chicken Chop,Non-veg
fd985717,Small Chicken Pakoda,Non-veg
fd985718,Medium Chicken Pakoda,Non-veg
fd985719,Large Chicken Pakoda,Non-veg
fd985720,Small Egg Pokada,Non-veg
fd985721,Medium Egg Pokada,Non-veg
fd985722,Large Egg Pokada,Non-veg
fd985723,Small Paneer Tawa Fry,Veg
fd985724,Regular Paneer Tawa Fry,Veg
fd985725,Large Paneer Tawa Fry,Veg
fd985726,Small Mushroom Tawa Fry,Veg
fd985727,Regular Mushroom Tawa Fry,Veg
fd985728,Large Mushroom Tawa Fry,Veg
fd985729,Small Paneer Taka Tak,Veg
fd985730,Regular Paneer Taka Tak,Veg
fd985731,Large Paneer Taka Tak,Veg
fd985732,Small Mushroom Taka Tak,Veg
fd985733,Regular Mushroom Taka Tak,Veg
fd985734,Large Mushroom Taka Tak,Veg
fd985735,Small Chicken Afgani,Non-veg
fd985736,Regular Chicken Afgani,Non-veg
fd985737,Large Chicken Afgani,Non-veg
fd985738,Small Chicken Masala,Non-veg
fd985739,Regular Chicken Masala,Non-veg
fd985740,Large Chicken Masala,Non-veg
fd985741,Small Chicken Kasa,Non-veg
fd985742,Regular Chicken Kasa,Non-veg
fd985743,Large Chicken Kasa,Non-veg
fd985744,Small Chicken Taka Tak,Non-veg
fd985745,Regular Chicken Taka Tak,Non-veg
fd985746,Large Chicken Taka Tak,Non-veg
fd985747,Small Chicken Tawa Fry,Non-veg
fd985748,Regular Chicken Tawa Fry,Non-veg
fd985749,Large Chicken Tawa Fry,Non-veg
fd985750,Small Dhaba Dal Takda,Veg
fd985751,Regular Dhaba Dal Takda,Veg
fd985752,Large Dhaba Dal Takda,Veg
fd985753,Small Yellow Dal Tadka,Veg
fd985754,Regular Yellow Dal Tadka,Veg
fd985755,Small Egg Masala,Non-veg
fd985756,Regular Egg Masala,Non-veg
fd985757,Large Egg Masala,Non-veg
fd985758,Small Egg Taka Tak,Non-veg
fd985759,Regular Egg Taka Tak,Non-veg
fd985760,Large Egg Taka Tak,Non-veg
fd985761,Small Egg Tawa Fry,Non-veg
fd985762,Regular Egg Tawa Fry,Non-veg
fd985763,Large Egg Tawa Fry,Non-veg
fd985764,Small Mutton Masala,Non-veg
fd985765,Regular Mutton Masala,Non-veg
fd985766,Large Mutton Masala,Non-veg
fd985767,Small Mutton Kasa,Non-veg
fd985768,Regular Mutton Kasa,Non-veg
fd985769,Large Mutton Kasa,Non-veg
fd985770,Small Mutton Rogon Josh,Non-veg
fd985771,Regular Mutton Rogon Josh,Non-veg
fd985772,Large Mutton Rogon Josh,Non-veg
fd985773,Small Mutton Taka Tak,Non-veg
fd985774,Regular Mutton Taka Tak,Non-veg
fd985775,Large Mutton Taka Tak,Non-veg
fd985776,Small Mutton Tawa Fry,Non-veg
fd985777,Regular Mutton Tawa Fry,Non-veg
fd985778,Large Mutton Tawa Fry,Non-veg
fd985779,Plain Basamati,Veg
fd985780,Ghee Basamati Rice,Veg
fd985784,Awadhi Mutton Biryani (Brown,Non-veg
fd985785,Veg Biryani (All Veg),Veg
fd985792,Avocado Mayo (80 gms),Veg
fd985793,Avocado Ice Cream Single Scoop,Veg
fd985794,Raw Mango Khatta Smoothie,Veg
fd985795,Tangy Avo Mayo (80 gms),Veg
fd985797,Indian Chatkara Fries,Veg
fd985799,Cheese Garlic Bread (4 pcs),Veg
fd985800,French Garlic Bread (4 pcs),Veg
fd985801,Chilli Guac (200 gms),Veg
fd985802,Classic Guac (200 gms),Veg
fd985803,Fruit Mania Guac (200 gms),Veg
fd985804,Ultimate Avocado Toasts (Any 2),Veg
fd985805,Avo Jacket Baked Potatoes,Veg
fd985806,Indiana Guac Chat,Veg
fd985807,Avo Grilled Wraps,Veg
fd985808,Avo Falafel,Veg
fd985809,Guac Tapioca and Potato Cutlets,Veg
fd985810,Namma Bengaluru Chikki Shake,Veg
fd985811,Honey Lemon Mojito,Veg
fd985812,Pop D Pop Shake,Veg
fd985813,OG Avocado Milkshake,Veg
fd985815,Pistachio Avo Crunch Shake,Veg
fd985816,King Brownie Shake,Veg
fd985817,Avo Summer Roll Salad,Veg
fd985818,Avo and Sweet Corn Salad,Veg
fd985819,Avocado Pesto and Fa rfalle Salad,Veg
fd985821,"Qunoa, Chickpeas and Avo Salad",Veg
fd985822,Austrian Schnitzel,Veg
fd985824,Avo Pizza,Veg
fd985825,Baked Avo Taco,Veg
fd985826,Super Food Baguette Mania,Veg
fd985827,DIY Guac Bruschetta,Veg
fd985828,Open Avo Burger with Garlic Bread Top,Veg
fd985829,Turkish Plate,Veg
fd985830,Avo Ice Cream on A Tart,Veg
fd985831,Pasta Mac and Cheese,Veg
fd985832,"Risot O Avo, Peas and Spring",Veg
fd985833,Soya Ragu Fettuccine,Veg
fd985836,Veg Combo 3 (three),Veg
fd985844,Non Veg Combo 1 (one),Non-veg
fd985845,Non Veg Combo 2 (two),Non-veg
fd985846,Non Veg Combo 3 (three),Non-veg
fd985847,Non Veg Combo 4 (four),Non-veg
fd985879,Chicken Wings Dry (6 Pcs),Non-veg
fd985880,Dim Sim Chilli Chicken (8 Pc),Non-veg
fd985891,Prawn 65 (oil Fry),Non-veg
fd985893,Chicken Lollypop Manchurian (6 Pcs),Non-veg
fd985894,Butter Garlic Prawns (500 Ml),Non-veg
fd985895,Mushroom Chilli (500 Ml),Veg
fd985896,Paneer Chilli (500 Ml),Veg
fd985897,Veg Manchurian (500 Ml),Veg
fd985898,Mixed Vegetable Pepper Sauce (500 Ml),Veg
fd985899,Mushroom Manchurian Gravy (500 Ml),Veg
fd985900,Paneer Manchurian (500 Ml),Veg
fd985901,Baby Corn In Black Pepper Sauce (500 Ml),Veg
fd985902,Baby Corn In Chilli Sauce (500 Ml),Veg
fd985903,Baby Corn In Hot Bean Sauce (500 Ml),Veg
fd985904,Veg Balls In Black Pepper Sauce (500 Ml),Veg
fd985905,Veg Balls In Chilli Sauce (500 Ml),Veg
fd985906,Veg Balls In Hot Bean Sauce (500 Ml),Veg
fd985909,Prawns In Chilli Sauce,Non-veg
fd985921,Sweat & Sour Chicken,Non-veg
fd985925,Chilli Garlic Chow Mein,Veg
fd985948,Chicken Spring Roll [ct],Non-veg
fd985949,Veg Spring Roll  [ct],Veg
fd985950,Cheesy Vada Pav With Chura,Veg
fd985952,Schezwan Vada Pav With Chura,Veg
fd985954,Chicken Bhuna Samosa (1 Pc),Non-veg
fd985955,Tandoori Chicken Samosa (1 Pc),Non-veg
fd985956,Protien Pack Chole  Kathi Roll,Veg
fd985957,Tandoori Chicken Tikka Egg Rolls,Non-veg
fd985958,Tandoori Paneer Tikka Kathi Roll,Veg
fd985959,Protien Packed Chole Bun Clubs (2 Pcs),Veg
fd985960,Tandoori  Paneer Tikka Bun Clubs (2 Buns),Veg
fd985967,Banana Cake (1 Pc),Veg
fd985968,Classic Venilla Cake ( 1 Pc),Veg
fd985969,Salt Lassi (300 Ml),Veg
fd985971,Authentic Filter Coffee (3 Cups),Veg
fd985979,Punjabi Aloo Smosa,Veg
fd985986,Tandoori Chicken Bun Clubs (2 Buns),Non-veg
fd986005,Kubbos,Veg
fd986006,Hydrabadi Chicken Dum Biriyani,Non-veg
fd986007,Executive Biriyani,Non-veg
fd986008,Grill Biriyani Pack (Family Pack),Non-veg
fd986030,Dal Curry,Veg
fd986034,Chicken Kerala Style,Non-veg
fd986038,Chicken Nadan,Non-veg
fd986052,Chicken Loli Pop,Non-veg
fd986060,Shawarma Jumbo Roll,Veg
fd986061,Shawarma Plate,Veg
fd986064,Alfaham Barbeque,Non-veg
fd986065,Alfaham Pepper,Non-veg
fd986074,Sazwane Noodles Veg,Veg
fd986075,Sazwane Noodles Chicken,Non-veg
fd986085,Tamato Dry Fry,Veg
fd986086,Veg Kadai Chole Rice Thali,Veg
fd986124,Aloo Mutter Dal Roti Thali,Veg
fd986169,Palak Paneer Chole Roti Thali,Veg
fd986197,Malai Paneer Kadhi Roti Thali,Veg
fd986271,Veg Grill Sandwich ( Full Meal ),Veg
fd986272,Chicken Sandwich Combo ( Full Meal ),Non-veg
fd986273,Chicken Sandwich Combo  Spl,Non-veg
fd986277,Chilly Cheese Sandwich Combo,Veg
fd986278,Egg Sprouts Combo,Non-veg
fd986280,Chocolate Banana Sandwich Combo,Veg
fd986281,Peanut Butter Sandwich Combo,Veg
fd986282,Veg Sandwich Combo 99,Veg
fd986285,Oreo Vanila Milk Shake,Veg
fd986287,Apple & Banana Milk Shake,Veg
fd986288,Anjur Milk Shake,Veg
fd986289,Peanut Banana Milk Shake,Veg
fd986295,Bread Peanut Butter,Veg
fd986300,Panner Capsicum Sandwich,Veg
fd986305,Fried Rice And Gravy Combo,Veg
fd986306,Green Veg Curry With Steamed Rice,Veg
fd986307,Chicken Tikka With Rice,Non-veg
fd986308,Poha Sweet And Salty,Veg
fd986310,Potato Poha,Veg
fd986312,Double Egg Omlet Poha,Non-veg
fd986317,Paneer Tikka Egg Roll,Non-veg
fd986319,Mixed Tikka Roll,Non-veg
fd986320,Mixed Tikka Egg Roll,Non-veg
fd986334,Homestyle-chicken Sandwich,Non-veg
fd986343,Non Veg Manchurian Momos [6 Pieces],Non-veg
fd986348,Boiled Egg Maggi (2 Eggs),Non-veg
fd986349,Omelette Maggi (2 Eggs),Non-veg
fd986352,Tadka Chilli Maggi,Veg
fd986358,Chicken Noodles( Butter Garlic/ Szechuan/ Burnt Garlic/ Chili Garlic/ Vegetable),Non-veg
fd986359,Hot And Soursoup,Veg
fd986365,Dilli Ka Rajma,Veg
fd986377,Sweet Paneer Paratha,Veg
fd986378,Coconut Jaggery Paratha,Veg
fd986394,Cardamon Tea (250 Ml),Veg
fd986395,Cloved Tea (250 Ml),Veg
fd986396,Cinnamon Tea (250 Ml),Veg
fd986398,Tulsi Milk Tea (250 Ml),Veg
fd986400,Black Tea 250 Ml,Veg
fd986401,Lemon Tea 250 Ml,Veg
fd986402,Elaichi Tea 250 Ml,Veg
fd986403,Plain Tea 250 Ml,Veg
fd986404,Tejpatta Tea 250 Ml,Veg
fd986405,Ginger Tea 250 Ml,Veg
fd986406,Masala Tea 250 Ml,Veg
fd986407,Tandoori Coffee 250 Ml,Veg
fd986408,Tandoori Tea 250 Ml,Veg
fd986409,Lemon Tulsi Tea 250 Ml,Veg
fd986410,Green Tea 250 Ml,Veg
fd986411,Saffron (kesar) Tea 250 Ml,Veg
fd986412,Cheesy Momo Chicken,Non-veg
fd986413,Cheesy Momo Veg,Veg
fd986414,Aloo Pakora (6pcs),Veg
fd986415,Mirchi Bajji (4pcs),Veg
fd986416,Panner Pakora (6pcs),Veg
fd986417,Egg Bonda (4pcs),Non-veg
fd986419,Mix Pakora  (8pcs),Veg
fd986421,Rich Chocolate Milk Shake,Veg
fd986424,Fresh Mango Milk Shake,Veg
fd986431,Morning Leaf Tea,Veg
fd986432,Kashmiri Saffron And Almond Herbale Tea,Veg
fd986433,Butterfly Pea Flower Tea,Veg
fd986434,Mint Herbal Tea,Veg
fd986436,Lemon Grass Herbal Tea,Veg
fd986438,Levender Flower Herbal Tea,Veg
fd986439,Chamomile Flower Herbal Tea,Veg
fd986440,Butter Paneer Kulcha With Chole,Veg
fd986441,Chef Shawarma,Non-veg
fd986442,Fully Loaded Shawarma,Non-veg
fd986443,Achari Shawarma,Non-veg
fd986444,French Fries Shawarma,Non-veg
fd986445,Spiced Shawarma,Non-veg
fd986448,Chicken Salami Shawarma,Non-veg
fd986449,Chicken Hot Dog Shawarma,Non-veg
fd986450,Italiano Shawarma,Non-veg
fd986452,Veg Falafal Plate,Veg
fd986453,French Fries Fully Loaded Shawarma,Non-veg
fd986454,Achari Fully Loaded Shawarma,Non-veg
fd986455,Tandoori  Fully Loaded Shawarma,Non-veg
fd986456,Spiced Fully Loaded Shawarma,Non-veg
fd986457,Italiano Fully Loaded Shawarma,Non-veg
fd986458,Hot Dog Fully Loaded Shawarma,Non-veg
fd986459,Shawarma Plates,Non-veg
fd986460,Shawarma Plate With Fries,Non-veg
fd986462,Shawarma Plate Fully Loaded,Non-veg
fd986463,Tandoori Shawarma Plate,Non-veg
fd986465,Fully Loaded Shawarma Plate,Non-veg
fd986466,Tandoori Fully Loaded Shawarma Plate,Non-veg
fd986467,Mexican Fully Loaded Shawarma Plate,Non-veg
fd986468,Spicy Fully Loaded Shawarma Plate,Non-veg
fd986469,Veg Falafal + French Fries + Cold Drink,Veg
fd986470,Veg Falafal Plate + French Fries + Cold Drink,Veg
fd986471,Chef Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986472,Fully Loaded Shawarama + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986473,Tandoori Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986474,Tandoori Loaded Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986475,Spicy Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986476,Spicy Loaded Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986477,Aachari Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986478,Aachari Loaded Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986479,Mexican Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986480,Mexican Loaded Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986481,Italiano Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986482,Fully Loaded Shawarma Plate + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986483,Italiano Loaded Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986484,Hot Dog Fully Loaded Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986485,Shawarma Plate + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986486,Veg Falafal Roll + Veg Falafal Plate + French Fries + Cold Drink,Veg
fd986487,Chef Shawarma + Fully Loaded Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986488,Chef Shawarma + Tandoori Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986489,Chef Shawarma + Mexican Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986490,Chef Shawarma + Spicy Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986491,Chef Shawarma + Aachari Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986492,Chef Shawarma + Italiano Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986493,Fully Loaded Shawarma + Tandoori Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986494,Fully Loaded Shawarma + Mexican Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986495,Fully Loaded Shawarma + Spicy Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986496,Fully Loaded Shawarma + Aachari Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986497,Fully Loaded Shawarma + Special Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986498,Fully Loaded Shawarma + Italiano Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986499,Shawarma Plate + Special Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986500,Shawarma Plate + Fully Loaded Shawarma Plate + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986501,Chef Shawarma (2 Nos) + Fully Loaded Shawarma (2nos) + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986502,French Fries + Chef + Aachari + Tandoori Shawarma + French Fries + Chicken Nuggets + Cold Drink,Non-veg
fd986503,Tandoori Loaded + Aachari Loaded + Mexican +  Special + French Fries+ Chicken Nuggets + Cold Drink,Non-veg
fd986509,Party Order Shawarma,Non-veg
fd986526,Mexican Fully Loaded Shawarma,Non-veg
